¡æ∏Òƒ⁄µÂ,¡æ∏Ò∏Ì,≥Ø¬•,∞≥¿Œ,ø‹±π¿Œ,±‚∞¸∞Ë,±›¿∂≈ı¿⁄,∫∏«Ë,≈ıΩ≈,¿∫«‡,±‚≈∏±›¿∂,ø¨±‚±›,±‚≈∏π˝¿Œ,±‚≈∏ø‹¿Œ,ªÁ∏∆›µÂ
A108860,ºøπŸΩ∫AI,20230127,-4735,-128118,91466,-971,906,60885,0,0,0,47858,-6469,30645
A108860,ºøπŸΩ∫AI,20230130,26746,11268,-39658,21126,0,-60784,0,0,0,2645,-1001,0
A108860,ºøπŸΩ∫AI,20230201,54314,-19155,-20360,-21356,0,443,0,-6363,0,-18410,3611,6917
A108860,ºøπŸΩ∫AI,20230131,21884,-16807,-3362,-6,0,-1286,0,0,0,763,-2478,-2069
A108860,ºøπŸΩ∫AI,20230203,-14497,23396,6167,403,0,0,0,0,0,-14572,-493,5763
A108860,ºøπŸΩ∫AI,20230202,-10752,21052,-3,-3,0,0,0,0,0,-8072,-2225,0
A108860,ºøπŸΩ∫AI,20230207,-116689,154630,-18359,-5836,0,-20837,0,0,0,-9846,-9736,8315
A108860,ºøπŸΩ∫AI,20230206,-37166,46980,-20660,-5839,0,-20837,0,0,0,16458,-5612,6018
A108860,ºøπŸΩ∫AI,20230209,110553,-54875,-8035,-427,0,0,0,0,0,-49513,1870,-7608
A108860,ºøπŸΩ∫AI,20230208,135619,-74582,-4780,381,0,0,0,0,0,-55416,-841,-5160
A108860,ºøπŸΩ∫AI,20230210,32649,-13948,-5247,-9,-5001,-251,0,0,0,-10055,-3398,16
A108860,ºøπŸΩ∫AI,20230213,-60004,17859,28176,2,0,0,0,0,0,10969,3000,28174
A108860,ºøπŸΩ∫AI,20230215,348450,-186432,-164458,10770,0,-111170,0,0,0,8025,-5584,-64058
A108860,ºøπŸΩ∫AI,20230214,119267,-113044,538,999,0,1900,0,0,0,-4065,-2696,-2361
A108860,ºøπŸΩ∫AI,20230217,-355912,263352,86595,74098,0,54876,0,0,4,9234,-3269,-42383
A108860,ºøπŸΩ∫AI,20230216,-97919,28466,68405,59780,0,657,0,0,0,-6371,7420,7967
A108860,ºøπŸΩ∫AI,20230221,-256623,302576,-29221,-3598,0,-9812,0,0,-3,-23100,6368,-15808
A108860,ºøπŸΩ∫AI,20230220,283420,-262894,-24822,7878,0,-30245,0,0,-3,-6261,10557,-2452
A108860,ºøπŸΩ∫AI,20230223,334948,-388144,-341,20660,0,-11302,0,0,0,59984,-6448,-9697
A108860,ºøπŸΩ∫AI,20230222,431016,-442431,-22928,19888,0,-34313,0,0,0,38435,-4092,-8502
A108860,ºøπŸΩ∫AI,20230224,127837,-117159,6409,-10987,0,7856,0,0,0,-22178,5090,9541
A108860,ºøπŸΩ∫AI,20230227,102642,-784,-27743,-17499,0,-9780,0,0,0,-72626,-1487,-464
A108860,ºøπŸΩ∫AI,20230228,40286,-1608,-43221,-3,0,-20604,0,0,0,1616,2927,-22613
A108860,ºøπŸΩ∫AI,20230303,17369,-982,-9074,-8538,0,-333,0,0,0,-10476,3163,-201
A108860,ºøπŸΩ∫AI,20230302,-17803,27364,4917,6987,0,-2069,0,0,0,-18277,3800,0
A108860,ºøπŸΩ∫AI,20230307,-125739,61991,64224,57950,0,6274,0,0,0,-1967,1490,0
A108860,ºøπŸΩ∫AI,20230306,-100497,8433,63182,57951,0,5231,0,0,0,26387,2495,0
A108860,ºøπŸΩ∫AI,20230309,149095,11325,5322,8294,0,-741,0,0,0,-164015,-1727,-2232
A108860,ºøπŸΩ∫AI,20230308,134795,7942,-1053,2,0,-1055,0,0,0,-138100,-3584,0
A108860,ºøπŸΩ∫AI,20230310,-134863,163071,-22798,-55335,0,32536,0,0,0,-4476,-936,0
A108860,ºøπŸΩ∫AI,20230313,-21562,14918,-11044,-11044,0,0,0,0,0,20710,-3022,0
A108860,ºøπŸΩ∫AI,20230315,309393,-259515,-43825,-7009,0,8952,0,0,0,-12831,6776,-45768
A108860,ºøπŸΩ∫AI,20230314,255028,-194560,-54736,-7019,0,8853,0,0,0,-7530,1797,-56570
A108860,ºøπŸΩ∫AI,20230317,-23410,-17496,34147,15003,0,1337,0,0,0,6560,198,17807
A108860,ºøπŸΩ∫AI,20230316,29659,-50022,23845,13128,0,1813,0,0,0,-6186,2703,8905
A108860,ºøπŸΩ∫AI,20230321,-337639,263374,34699,-4561,0,31361,0,0,0,37739,1827,7897
A108860,ºøπŸΩ∫AI,20230320,26071,-26655,-1435,-6823,0,3271,0,0,0,-579,2598,2116
A108860,ºøπŸΩ∫AI,20230323,-463418,485323,-8170,-393,742,-4594,0,0,0,-19677,5943,-3925
A108860,ºøπŸΩ∫AI,20230322,324671,-267425,-31793,-899,742,-30590,0,0,0,-34445,8992,-1045
A108860,ºøπŸΩ∫AI,20230324,556031,-537663,-25030,1039,588,-26233,0,0,0,6839,-177,-424
A108860,ºøπŸΩ∫AI,20230327,251614,-234783,1177,746,0,431,0,0,0,-12850,-5158,0
A108860,ºøπŸΩ∫AI,20230329,-15275,33359,-4960,-2491,0,-2469,0,0,0,-17684,4561,0
A108860,ºøπŸΩ∫AI,20230328,23922,-12998,-5062,-2593,0,-2469,0,0,0,-5163,-698,0
A108860,ºøπŸΩ∫AI,20230331,-132533,117586,-18581,-23261,-1330,-6851,0,0,0,23404,10126,12861
A108860,ºøπŸΩ∫AI,20230330,21347,-22431,-3356,0,0,0,0,0,0,4992,-551,-3356
A108860,ºøπŸΩ∫AI,20230404,133785,-116144,14665,7710,0,0,0,0,0,-33957,1650,6955
A108860,ºøπŸΩ∫AI,20230403,-103573,102036,513,513,0,0,0,0,0,2443,-1420,0
A108860,ºøπŸΩ∫AI,20230406,-31019,36264,-31300,-24595,0,0,0,0,0,23409,2647,-6705
A108860,ºøπŸΩ∫AI,20230405,10209,-1631,-11673,-4968,0,0,0,0,0,5811,-2715,-6705
A108860,ºøπŸΩ∫AI,20230407,-5901,21077,0,0,0,0,0,0,0,-11894,-3283,0
A108860,ºøπŸΩ∫AI,20230410,-758923,784548,-32673,8729,0,2070,0,0,0,2266,4782,-43472
A108860,ºøπŸΩ∫AI,20230412,-247988,248604,10325,2281,0,2348,0,0,0,-9120,-1819,5696
A108860,ºøπŸΩ∫AI,20230411,-88977,79440,10327,2283,0,2348,0,0,0,-2344,1554,5696
A108860,ºøπŸΩ∫AI,20230414,-65489,82721,-16172,8,0,-4902,0,0,0,2233,-3293,-11278
A108860,ºøπŸΩ∫AI,20230413,-66925,66841,-1,-1,0,0,0,0,0,4362,-4276,0
A108860,ºøπŸΩ∫AI,20230418,-153438,174844,-14443,-1021,0,-4111,0,0,0,-5153,-1813,-9310
A108860,ºøπŸΩ∫AI,20230417,-99117,116025,-9992,-1022,0,-1971,0,0,0,-5263,-1655,-6998
A108860,ºøπŸΩ∫AI,20230420,258273,-259066,203,-2221,0,2307,0,0,0,-1918,2509,116
A108860,ºøπŸΩ∫AI,20230419,303852,-316527,411,521,0,-110,0,0,0,2212,10053,0
A108860,ºøπŸΩ∫AI,20230421,539070,-611780,9278,4136,0,4856,0,0,0,56524,6906,287
A108860,ºøπŸΩ∫AI,20230424,44022,-34477,-11427,-4139,0,-7273,0,0,0,2409,-528,-14
A108860,ºøπŸΩ∫AI,20230426,-403107,369703,17657,1207,0,7654,0,8795,0,12249,3496,0
A108860,ºøπŸΩ∫AI,20230425,-104435,79027,22166,15439,0,0,0,6726,0,-788,4029,0
A108860,ºøπŸΩ∫AI,20230428,242869,-249266,-3717,1,0,-5787,0,2069,0,5051,5064,0
A108860,ºøπŸΩ∫AI,20230427,531654,-522345,-6344,-1234,0,-7179,0,2069,0,-4553,1588,0
A108860,ºøπŸΩ∫AI,20230502,-8957,-9668,20448,-675,0,2968,0,0,0,-335,-1487,18154
A108860,ºøπŸΩ∫AI,20230504,503306,-511273,4328,1800,0,821,0,0,0,1615,2023,1706
A108860,ºøπŸΩ∫AI,20230503,483725,-488958,348,24,0,583,0,0,0,2982,1903,-259
A108860,ºøπŸΩ∫AI,20230508,-152699,144745,4560,1283,0,1983,0,0,0,1952,1442,1293
A108860,ºøπŸΩ∫AI,20230510,379979,-127851,16912,682,0,5654,0,-7244,0,-265844,-3195,17820
A108860,ºøπŸΩ∫AI,20230509,60652,-69365,10489,-789,0,7168,0,0,0,-1510,-265,4109
A108860,ºøπŸΩ∫AI,20230512,57949,-27132,-36791,-4184,0,-2460,0,0,0,6470,-496,-30147
A108860,ºøπŸΩ∫AI,20230511,86466,-75997,-13510,268,0,-654,0,0,0,3263,-222,-13124
A108860,ºøπŸΩ∫AI,20230516,-63666,62868,-2012,-3438,0,5493,0,0,0,1585,1225,-4067
A108860,ºøπŸΩ∫AI,20230515,-63357,60146,2269,-4047,0,6316,0,0,0,-37,979,0
A108860,ºøπŸΩ∫AI,20230518,-214946,213367,-8663,-597,0,757,0,0,0,11115,-873,-8823
A108860,ºøπŸΩ∫AI,20230517,-167284,174692,-8384,106,0,0,0,0,0,1854,-878,-8490
A108860,ºøπŸΩ∫AI,20230519,142498,-202364,60122,7108,0,13351,0,0,0,-3496,3240,39663
A108860,ºøπŸΩ∫AI,20230522,60513,-9214,-49856,-7511,0,-14360,0,0,0,1326,-2769,-27985
A108860,ºøπŸΩ∫AI,20230524,-47177,32986,14932,635,0,3438,0,-3500,0,-4600,3859,14359
A108860,ºøπŸΩ∫AI,20230523,-232247,206014,20270,5683,0,3438,0,-3500,0,1954,4009,14649
A108860,ºøπŸΩ∫AI,20230526,217627,-186795,-22866,1455,0,-2853,0,0,0,-8733,767,-21468
A108860,ºøπŸΩ∫AI,20230525,119493,-147731,34808,2501,0,258,0,0,0,-7132,562,32049
A108860,ºøπŸΩ∫AI,20230530,-11857,18269,620,620,0,0,0,0,0,-6520,-512,0
A108860,ºøπŸΩ∫AI,20230601,-8431,2705,1274,2451,0,-1177,0,0,0,2673,1779,0
A108860,ºøπŸΩ∫AI,20230531,-24860,23356,-188,2430,0,-2618,0,0,0,580,1112,0
A108860,ºøπŸΩ∫AI,20230602,-23074,19523,1210,85,0,1125,0,0,0,1618,723,0
A108860,ºøπŸΩ∫AI,20230605,-5007,2418,2440,112,0,2675,0,0,0,-329,478,-347
A108860,ºøπŸΩ∫AI,20230607,-183361,183232,1574,382,0,1192,0,0,0,-376,-1069,0
A108860,ºøπŸΩ∫AI,20230609,200879,-205119,945,-3484,0,3846,0,0,0,3763,-468,583
A108860,ºøπŸΩ∫AI,20230608,176218,-187449,-2072,-3347,0,1275,0,0,0,8333,4970,0
A108860,ºøπŸΩ∫AI,20230613,-215464,213589,5145,679,0,4466,0,0,0,-1119,-2151,0
A108860,ºøπŸΩ∫AI,20230612,12710,-14207,13,13,0,0,0,0,0,1333,151,0
A108860,ºøπŸΩ∫AI,20230615,136979,-246932,114458,-1426,0,80797,0,0,0,-2935,-1570,35087
A108860,ºøπŸΩ∫AI,20230614,96772,-211327,115615,-1342,0,81870,0,0,0,275,-1335,35087
A108860,ºøπŸΩ∫AI,20230616,-245848,245610,3387,798,0,2067,0,0,0,-2958,-191,522
A108860,ºøπŸΩ∫AI,20230619,247135,-245116,-538,-646,0,0,0,0,0,-958,-523,108
A108860,ºøπŸΩ∫AI,20230621,-26512,22865,2703,69,0,2634,0,0,0,-282,1226,0
A108860,ºøπŸΩ∫AI,20230620,-3639,-1976,2652,18,0,2634,0,0,0,2232,731,0
A108860,ºøπŸΩ∫AI,20230623,22760,-22029,-550,-600,0,50,0,0,0,231,-412,0
A108860,ºøπŸΩ∫AI,20230622,6160,-1457,27,-23,0,50,0,0,0,-389,-4341,0
